Year,Revenue,Expenses,Unemployment,CPI,BarrelOil,NetAssets
2017,48086107.45,45861374.65,4.5743,257.943,47.01,19930211.07
2017,56201721.28,55234175.37,5.4438,250.178,52.54,25070268.78
2018,53811173.37,51580792.52,3.7457,255.064,81.13,19415449.89
2021,79237917.59,64098585.45,4.7267,280.315,67.75,65059418.18
2018,51404854.6,53787080.61,4.2465,254.82,66,18496986.74
2013,49135297.59,46111596.4,6.8176,238.837,87.4,29940349.23
2022,67522971.38,71024786.69,3.0372,287.913,91.31,58121034.77
2015,45000654.97,47371027.45,5.301,245.173,50.53,21950751.83
2017,61523251.96,61202298.28,4.4682,250.927,56.59,23954565.34
2023,62901201.71,61565029.5,3.5535,308.584,90.04,49492517.86
2021,64368577.77,55396916.68,5.0041,273.904,43.5,56539964.76
2019,58489114.94,56086289.46,3.7794,265.796,73.75,24587618.5
2022,53625548.23,52500366.03,3.5112,297.383,102.23,49903499.6
2011,56262796.11,55746610.2,8.905,228.562,125,17481310.68
2014,39090041.17,42729939.36,5.7892,232.904,100.73,21305833.92
2024,94652895.81,87319021.99,3.4209,316.371,74.23,70131772.98
2023,69183706.39,65031284.42,3.3229,309.546,67.14,54536939.03
2017,59833343.77,56987678.6,4.4635,254.587,63.39,24002654.43
2024,91869598.08,79901791.99,3.6459,321.329,85.68,68084377.98
2020,86628723.34,54654765.99,7.951,266.774,44.31,50096480.77
2014,40519527.32,43793943.44,6.4602,240.109,97.8,22942501.19
2011,59746385.79,57387761.98,8.8206,221.672,106.1,18757773.08
2021,66437622.31,54614444.25,5.4086,277.095,61.75,55893352.57
2011,53242847.11,55584251.35,8.4728,226.931,116.27,21222451.65
2021,67060205.86,56065051.72,5.946,274.161,71.49,57641514.31
2018,61118526.03,57357155.35,3.8006,258.22,73.59,20154752.99
2022,61375413.92,60861316.08,3.894,289.956,112.77,51600993.87
2020,74421982.81,51692095.62,7.9043,270.593,40.92,46033672.22
2017,56339741.56,55357755.92,4.425,250.875,54.42,23797483.79
2011,49917003.65,49833680.97,9.1986,223.029,102.64,14663239.89
2018,54232324.65,55998907.31,3.9396,257.709,70.57,20884999.88
2019,62608748.33,62037537.45,3.3376,263.443,58.81,25624386.93
2021,56635054.5,51369014.02,5.8518,278.069,76.07,43786412.39
2023,63550069.54,57266340.98,3.3588,312.943,94.63,46195206.38
2020,89057012.87,56438440.42,8.2773,273.196,37.55,49382122.91
2024,90730182.28,84376272.77,4.5014,311.789,66.49,62686288.1
2012,48592561.44,40925310.5,8.095,233.962,106.5,24329184.37
2012,60172120.03,48689142.66,7.7061,234.037,117.59,24398712.63
2013,39902665.29,35971788.7,7.4673,232.111,89.14,23608905.24
2018,46270919.7,46534675.42,4.3538,260.799,61.66,20056351.81
2022,68925497.27,73488845.17,3.4199,288.663,98.87,60730532.81
2013,47776662.18,44138985.73,7.6156,235.255,106.88,26608171.98
2019,69653631.79,68448082.93,3.461,264.788,57.66,25434538.1
2013,47749219.54,40994761.71,7.5199,234.668,119.74,26716339.15
2024,89491248.63,74700694.68,4.655,322.009,77.99,73668682.34
2024,87911633.84,75794655.62,4.0976,320.35,87.2,66600679.28
2022,63909821.19,69108545.28,3.6472,298.697,68.13,59076646.27
2019,57405298.99,58533084.37,3.403,261.896,62.82,22276616.54
2015,45888718.11,47190278.7,5.3475,243.335,47.99,23542107.47
2016,43506506.41,46784882.36,5.4427,250.798,50.46,23989697.84
2023,75949900.69,73832762,3.2837,309.349,65.77,58510792.04
2016,44456146.26,47600168.39,5.3484,251.821,42.47,21346465.55
2022,60435217.03,60055771.41,3.8388,288.277,107.93,53958837.68
2022,68406726.06,68936070.58,4.1928,299.388,113.03,54757504.8
2019,65132405.19,64702250.68,4.0854,263.852,55.78,22577048.05
2023,76424011.37,75206442.91,3.6452,306.752,77.12,65195648.08
2016,40707182.4,40393961.76,5.3323,254.835,46.11,19459100.1
2015,51316917.86,47550361.59,4.9974,247.086,52.4,23064090.64
2019,64243953.01,66193325.34,3.6054,264.806,63.98,27628856.99
2013,46290383.74,45314449.45,7.2859,235.037,111.03,32046170.26
2016,37234748.23,41913455.3,4.5208,248.734,43.62,20993782.28
2011,51569606.71,50687860.76,8.9418,220,125,17203155.8
2016,37252788.14,41917932.16,5.1276,249.529,39.86,19738947.14
2024,79050743.22,64998521.29,5.095,324.91,80.64,55899973.3
2012,51798258.09,45904231.32,8.3195,231.778,116.57,24950998.16
2020,74527888.53,46816669.95,7.5938,269.895,44.53,42680411.56
2014,42250143.56,46778331.93,5.9349,239.112,98.17,24798481.47
2011,47040035.75,42772569.24,9.0037,224.58,113.99,14653325.65
2023,75967495.39,71662829.43,3.5506,304.197,79.88,62731097.12
2013,45821342.93,44617895.26,7.7095,234.658,104.84,27246401.54
2021,64556695.78,51814870.2,5.5676,275.289,80.6,54241844.55
2019,62916382.13,66370253.95,3.5271,261.408,65.23,24609814.32
2021,61639627.74,54074282.21,5.424,278.919,53.45,47837490.42
2011,51644207.11,52381844.97,8.8601,231.668,115.18,15357995.87
2014,48891616,54653074.98,5.6416,235.516,98.88,27406869.08
2018,60496274.29,58953799.98,3.9278,254.837,71.25,22591347.06
2022,55962461.28,61249315.22,3.7558,292.457,92.77,57160615.62
2012,47920513.31,43899077.6,7.6194,233.673,125,23419238.57
2021,72500168.37,61566992.76,5.7989,277.34,68.86,58784676.16
2012,49830796.71,45982721.07,8.6087,233.86,97.72,23594649.6
2020,76626329.65,52821186.49,7.3786,268.043,35,52433686.8
2012,59310236.65,48859351.71,7.9915,230.192,120.05,27799681.12
2023,59959876.41,58932469.77,3.2192,308.976,83.96,49868645.35
2017,57737307.91,55634896.68,4.4635,250.066,60.89,24456298.44
2023,66324512.07,63314661.98,4.3493,312.382,79.01,53687221.96
2023,74004124.13,69087231.96,4.2267,306.572,96.99,58542221.25
2014,41968081.12,39132371.79,5.4422,241.579,114.18,21345574.13
2013,42722300.58,39141106.47,6.9508,233.927,120.11,22792754.94
2017,67809728.48,63971595.68,4.652,251.013,54.55,29524505.89
2019,66634190.01,66036138.21,3.8722,265.29,59.84,23828159.23
2016,43251123.92,46828228.38,5.0391,245.23,43.05,20974114.72
2014,40094805.21,40697099.06,6.3535,241.546,100.34,20872335.97
2024,93860765.43,82135641.17,3.6239,319.776,79.76,73423498.4
2022,66088965.39,69310076.9,4.0698,294.693,111.2,57493591.97
2014,36740797.28,40737079.2,6.0421,232.744,84.89,22509079.9
2015,41348159.13,44537552.96,5.4737,240.591,65.02,22134795.23
2013,50079105.57,45411997.65,7.8359,236.783,122,30178010.48
2022,55793236.71,61881427.85,4.4808,287.939,107.12,52773089.25
2020,67547864.42,47956646.73,8.7736,261.003,49.55,37951212.99
2013,52440290.92,47997666.26,6.6066,233.505,108.39,29586247.23
2017,54007767.54,53878362.05,5.0253,248.139,55.85,22030097.09
2014,37983248.06,46144753.3,6.8287,238.748,80.19,21145441.13
2021,63309022.2,53348707.38,5.2759,279.537,75.46,57050765.18
2012,49516585.59,45376117.28,7.9335,225.781,112.29,23279593.22
2013,49787543.13,42543852.94,7.9706,228.157,123.29,28152466.82
2020,70671299.56,47165899.39,8.8317,271.026,40.07,46555014.48
2024,87436972.31,76674241.45,4.2502,321.329,75.21,69770034.51
2024,94131272.81,78973025.16,2.989,316.549,80.35,78102461.13
2023,72897563.53,65792966.84,3.1931,304.606,86.63,59706497.67
2012,60600664.81,53470945.05,7.8927,232.426,113.36,25543646.37
2012,52353712.54,46434981.49,7.8754,230.87,111.87,24328214.59
2013,44256605.99,40187330.81,7.2873,229.105,121.4,24674509.48
2015,49083217.67,48065871.11,5.3595,243.624,60.25,24524183.74
2011,46769390.42,46839004.11,8.8081,224.41,103.67,16009836.11
2024,83907474.85,74468988.25,4.1851,314,70.1,62642565.8
2015,50052655.1,53172809.18,5.513,240.062,49.2,24366908.92
2022,57794279.44,54704859.36,3.2593,295.083,107.2,50007471.74
2023,69684294.24,70983761.15,3.1754,310.191,80.27,52637424.63
2017,65988889.48,60458707.11,4.4309,256.797,76.78,27599119.45
2024,94097803.02,82043435.57,3.8131,320.255,74.37,78320869.38
2014,44508660.78,45452274.44,5.7605,238.098,94.72,24875182.71
2012,49526827.51,44807291.3,7.2962,231.514,111.67,24243065.5
2015,47158185.16,47387236.25,5.0028,239.096,47.98,23629184.09
2013,48582461.67,44882557.27,6.7903,233.646,114.81,29231141.19
2014,43339274.26,44201023.86,6.1666,234.018,95.43,22378312.15
2020,81085699.86,54969083.59,8.4951,267.069,45.33,45948382.74
2013,47557002.29,43804780.28,7.976,232.974,109.52,25177930.12
2016,39719621.37,40504669.69,4.4597,248.235,46.75,19150109.67
2015,56570638.74,52020605.28,5.649,248.561,62.06,24911162.81
2018,60098538.39,61056559.31,3.9043,259.088,73.72,20912351.92
2023,69468652.3,67103528.1,3.4283,308.605,96.43,59509328.84
2019,63866433.04,67491494.11,3.4946,267.889,61.39,26898041.01
2020,83354011.07,56816162.23,8.0692,269.448,46.22,49596358.15
2021,63494407.38,53033088.41,5.1981,277.65,80.09,53125221.62
2020,70570130.33,50166250.22,8.035,267.073,45.5,48487602.13
2022,69315539.28,68277314.47,3.2124,291.494,125,57542164.74
2013,39420640.45,44527148.29,7.4263,232.496,111.02,28055851.55
2022,65220690.53,67071269.01,3.2554,293.648,105.22,58792225.64
2017,62547576.57,58410937.62,4.1769,252.199,53.96,25564645.93
2024,95442969.89,83054783.85,3.8385,322.715,84.45,77058080.92
2012,57530930.01,54445986.22,7.86,232.685,123.73,27424652.87
2018,61849859.58,64630276.75,3.2692,254.671,74.17,23791240.22
2015,47214464.32,44141626.8,4.7169,240.697,65.37,22012722.76
2024,90799586.71,79862816.51,4.094,316.73,93.61,67341904.87
2020,78734643.42,53259696.51,7.6115,269.711,35,50795336.22
2023,74619587.81,72813805.94,3.3196,312.225,87.31,66027610.59
2012,50279496.86,43689064.04,7.7776,227.214,101.56,25700674.36
2015,36969575.51,45181711.45,5.4861,244.088,48.66,21777684.68
2023,73368880.31,71873509.48,3.9555,313.691,72.06,57785515.14
2013,49783264.3,41867392.05,7.5556,238.047,118.67,27292489.44
2020,83934288.72,53998423.89,8.215,268.641,49.34,50532326.61
2017,57888692.83,56200071.65,3.9782,247.344,50.61,25414551.6
2015,41270268.91,42366695.65,4.8239,243.655,54.93,24639143.98
2018,60214865.37,63179529.26,3.7404,254.242,57.73,22792904.82
2018,62316294,59120106.01,3.8811,253.453,72.93,24734132.46
2012,46216783.63,41029424.99,7.7253,232.411,113.17,20360500.94
2015,45402582.17,48097976.37,5.0902,242.566,46.93,24484061.1
2016,42500220.27,48907495.89,4.4945,244.753,36.96,20290549.18
2020,66375139.01,45100815.61,7.8961,263.72,41.68,42386442.42
2021,71486209.78,61650343,5.3161,280.131,63.82,61036554.67
2015,42458182.42,45683183.22,5.4072,246.326,50.16,22483986.44
2021,65419282.92,53167625.73,5.3946,278.161,77.25,58798427.33
2013,39587843.41,35800203.85,7.4544,234.932,119.71,24425792.23
2019,45951492.97,49421173.46,3.8498,253.868,62.47,19031826.24
2017,68506970.36,65205851.13,3.8616,249.661,52.68,26762121.96
2013,46770269.76,44019670.35,7.1765,231.211,124.59,30188276.85
2017,48466474.7,46567776.35,3.5942,251.443,49.11,23332480.19
2020,65231876.94,43594601.75,8.5405,265.456,44.75,41453001.05
2023,71647124.84,64724590.68,3.9622,307.171,73.71,54688568.8
2018,63432229.67,63657273,4.0753,258.619,75.66,22950764.54
2024,113436293.6,100834634.6,3.8276,317.552,67.47,87627411.26
2012,50309512.52,40414465.32,8.0057,231.537,119.92,23814277.18
2021,65828409.42,56268789.78,5.2696,280.487,53.3,53312870.17
2013,42320359.07,42036204.96,6.7221,237.723,115.57,29128977.95
2020,72248799.71,47867718.31,8.0591,270.666,46.04,42856700.45
2022,57630192.26,61704004.36,4.2474,292.592,102.76,50461791.82
2022,50776461.62,51677099.48,4.1565,289.587,108.94,46116241.21
2017,59028808.93,55327202.15,4.2492,254.569,55.74,25118001.84
2013,43146782.04,39748133.56,7.4996,234.552,125,24578114.07
2018,51527563.62,56394470.82,3.9743,260.075,77.2,22604835.82
2023,71243699.47,68372722.99,3.7351,304.235,78.11,54752593.49
2024,88067918.88,75249588.03,3.6413,315.832,84.15,72672143.81
2019,58584152.8,55322488.11,3.7232,262.77,66.09,22556433.52
2022,71696190.77,73634156.02,4.0237,301.888,115.84,59830072.29
2015,48576728.78,48068172.76,4.7111,241.509,53.43,23782520.01
2012,55536242.97,46266837.01,8.297,228.56,120.84,25323644.58
2022,68764118.45,69575285.64,4.0397,302.395,69.3,53969102.79
2015,37990472.05,38521165.16,4.9522,241.426,46.33,21034896.12
2013,44634154.59,43015586.86,7.4221,232.11,100.65,24277523.32
2011,55105582.53,52878125.62,8.8785,228.108,121.59,17690739.02
2018,55864151.29,57164942.89,4.0256,255.467,68.23,21825885.49
2018,54339847.88,53295541.01,4.3936,253.144,82.12,20150377.49
2016,39947388.05,44152919.23,4.8786,248.91,50.7,18959610.36
2015,56176309.31,51834225.08,5.0726,244.372,49.64,26230453.58
2021,68793133.59,56972483.25,5.6432,276.69,73.23,52202337.47
2020,87932803.48,58380730.33,8.3629,270.75,45.28,47872203.02
2014,46259881.52,52974288.02,6.5865,232.939,107.97,26632939.11
2013,43039245.85,39697067.66,6.808,236.13,111.94,28076396.74
2021,56346983.63,48084417.68,5.4645,276.241,74.43,51756561.98
2024,78229576.08,69793290.43,4.1172,320.679,63.7,59308006.69
2018,65608610.51,73744957.34,4.3001,259.642,61.71,27869920.45
2018,56234701.22,58255834.42,4.2797,267.114,74.24,23232442.81
2023,65899313.78,64662547.08,3.351,308.143,76.3,58965576.2
2016,44437121.1,46143643.32,5.1069,245.901,42.28,22088350.38
2019,66956418.44,68216018.87,3.4037,259.311,78.15,26259903.06
2011,50961468.91,51163092.4,8.8484,226.322,98.68,15998772.16
2015,48663435.61,50328130.66,4.8565,236.754,68.58,25690357.13
2019,61862775.46,58262867.77,3.748,266.994,64.69,21070929.88
2012,41501426.72,35456285.62,8.0371,227.855,111.74,18269930.84
2019,46482537.36,49023870.12,3.5531,262.551,70.16,17865596.24
2024,97398498.98,85565712.56,4.8402,319.79,86.26,72280208.3
2012,46522288.89,38614270.31,8.0392,236.285,112.6,22166076.73
2018,67446270.21,70477799.33,3.8997,257.497,76.31,22320386.5
2021,69329361.84,57790616.38,5.4258,277.802,66.86,52181553.95
2024,94828320.63,84172609.58,3.8967,321.627,76.13,66729034.48
2021,61520637.72,49426389.15,5.596,273.524,75.86,51248990.96
2020,65644267.05,46209343.83,8.3719,266.668,45.29,44808372.28
2011,62068517.11,60036348.38,8.8827,220.4,105.09,21184650.6
2022,60753868.57,65832147.25,3.0526,297.098,89.1,50601498.79
2022,58671707.77,60728909.07,3.6114,294.19,108.75,52331254.37
2012,50900950.2,44379357.28,7.9953,239.311,115.87,25420572.7
2015,38345729.05,36294418.93,5.8542,241.249,60,19617533.04
2017,47238776.64,46137514.38,3.8977,258.807,55.48,22315431.59
2012,63797051.98,51803185.89,7.6074,233.679,120.52,24760919.64
2016,40027286.06,41634423.86,4.5132,248.864,35,20711133.26
2016,38804464.74,44841475.9,5.031,250.609,35,20766648
2017,55243008.27,54316830.53,5.3082,250.237,58.02,23165689.76
2019,57195416.74,59596828.38,3.3938,261.817,72.01,22067820.15
2016,42721155.43,42039517.3,4.8585,244.762,46.64,18860572.88
2020,74752748.72,47860729.6,8.518,269.734,47.96,48443021.89
2012,50582128.77,45561839.62,8.0664,227.212,110.56,23103881.59
2012,54484422.4,47325698.43,7.9255,226.713,114.27,24455738.16
2013,47826834.33,42445288.1,7.1696,230.737,107.08,25979272.14
2020,78072087.47,52074330.05,8.7528,271.152,42.46,47355349.99
2024,78135030.26,67751636.41,3.7891,319.416,76.7,56412075.58
2020,71197177.83,47390575.82,8.7083,271.658,40.15,39082557.53
2013,41625484.06,41101046.26,7.7234,232.786,94.2,25981016
2017,62412447.5,58069681.22,4.5475,255.849,51.23,25388902.41
2016,46530336.29,47091586.54,4.4453,247.208,39,21639120.31
2014,43314033.08,46261149.32,6.3448,236.386,92.65,24752351.29
2011,53263186.18,55508612.99,8.6231,226.302,94.34,20645768.65
2023,86486521.78,84510487.96,3.6175,305.259,101.53,70924709.14
2012,52246314.53,42669715.57,7.6605,231.949,124.39,22001355.67
2011,52474377.4,50963288.16,8.5809,229.609,116.99,16581278.85
2016,50543190.49,54115209.32,4.4737,255.666,40.92,24443596.29
2016,35354332.68,39413494.31,5.0247,251.985,36.26,17540157.33
2024,99076453.09,85093191.8,3.9473,317.656,94.24,82553944.54
2020,82572567.02,53726848.61,8.1784,271.964,36.55,45698890.72
2015,43960797.77,44801817.74,5.1148,234.319,49.43,24039151
2023,75003310.6,69155958.07,4.0699,302.053,99.56,54851264.07
2012,54604642.98,50217285.12,7.8312,226.194,125,24626002.67
2022,60160522.03,64151375.99,3.7156,290.793,102.45,53611150.14
2021,52082699.97,39619777.8,5.0583,280.564,79.09,44063722.8
2023,72208175.19,70835412.25,3.7047,309.455,77.75,56608682.06
2012,51978838.73,40623515.49,7.7712,230.161,116,22773572.51
2016,42087828.69,41700131.72,5.2118,247.421,46.65,21728151.2
2018,52664452.76,49201676.59,3.9297,256.641,73.87,19942868.91
2013,40733068.32,43022771.76,7.5245,232.403,100.8,32621876.41
2022,50428612.35,51184798.51,3.8419,291.558,93.28,52263116.76
2012,43258035.97,35884770.74,7.5024,229.424,113.01,19910428.75
2018,52899064.33,57818882.38,3.8561,260.198,64.83,21768527.58
2020,66567073.9,42932229.85,8.5596,264.263,37.67,40267664.71
2011,48666889.11,51982285.81,8.5682,220,96.67,16004175.02
2023,66948239.64,61892252.44,3.7195,306.925,75.75,54692204.02
2012,44613561.56,43649391.07,7.9847,224.495,87.32,23533492.9
2018,53320115.77,53445232.87,3.9314,257.787,67.18,22060522.08
2014,45564596.98,52188637.42,6.0785,242.236,89.48,25423518.49
2020,82379563.31,55109841.86,7.9722,269.642,36.35,48905285.98
2015,35508715.99,42614063.51,4.9455,240.797,45.48,22668710.77
2022,60208822.9,58425260.04,3.5749,294.418,125,50934522.39
2024,75287502.22,65860703.06,4.1461,322.459,80.02,59442214.54
2013,41454364.53,42413202.66,7.0727,228.639,105.6,26225376.52
2017,51088368.42,51715432.57,4.3886,254.402,52.02,24094678.93
2020,82740426.38,54133908.62,7.8891,265.692,41.07,46803567.37
2020,82754559.86,57517503.62,8.9409,264.875,45.91,48930362.82
2017,60754532.34,55772270.37,4.9421,255.855,63.93,26135980.05
2018,73194149.79,70060313.31,3.6497,263.63,85.39,27735800.8
2013,45774417.9,41194082.63,6.853,242.935,112.38,23825271.13
2016,38195419.58,38116105.53,5.154,249.487,42.74,18504547.17
2012,52211312.83,46708979.2,8.5434,234.552,103.18,23915543.99
2012,55174967.71,45955511.76,7.7076,232.468,125,23578868.83
2024,87278275.56,74527004.87,4.2853,319.078,102.34,68485842.26
2011,56644246.33,53964153.36,8.2738,226.021,125,18461566.52
2022,62582799.14,62280585.28,3.6932,297.701,93.76,55361086.89
2022,55479138.58,58419963.17,3.2758,296.688,98.57,52033214.22
2012,46441970.26,41489035.13,8.0874,227.662,113.24,22580374.59
2012,51774275.54,45992109.72,8.3832,227.74,88.26,24632819.1
2017,58495735.22,57623157.79,4.4261,255.132,52.58,26244497.93
2014,45403058.78,50986705.87,6.0121,240.829,100.32,26427378.54
2023,76326297.62,72491178.2,3.6229,311.699,74.26,62432079.46
2015,52422512.43,53658330.44,5.1207,245.364,59.22,28816475.55
2018,57962483.56,56796350.32,3.5993,258.142,75.25,21317936.44
2021,62693015.22,53262973.82,5.5559,274.89,54.65,53482452.23
2012,50667322.38,43853650.67,7.8852,228.43,106.99,20289834.48
2014,43960872.37,47254941.85,6.4203,239.86,96.41,23378802.37
2020,73669443.34,47896496.75,7.2797,271.551,43.29,40970861.49
2020,83798609.43,62131444.37,7.9559,267.131,35,53401340.47
2015,44174255.34,43040346.72,4.8632,240.819,50.64,24219516.36
2020,76940603.15,49965642.07,7.7214,266.755,38.7,44626510.27
2021,65887532.38,52204000.93,5.2469,271.396,57.96,59412190.38
2021,70217734.92,59037313.06,5.0453,272.744,73.34,58253044.9
2021,70172410.52,62784625.07,5.6723,277.417,62.07,66392305.96
2013,45693225.23,43120177.37,7.6341,234.139,109.08,24733454.1
2019,57913035.46,59507537.34,3.5815,265.041,52.4,22802181.23
2013,49556358.66,45221229.99,7.4556,235.932,125,27593130.56
2021,70323354.75,57533203.88,5.4406,279.939,82.53,64095573.19
2014,45433453.98,46765277.18,6.0431,242.312,100.69,22313851.07
2023,79706827.79,75081622.51,3.7304,314.012,94.27,68420209.21
2016,48048146.23,53556755.43,4.7616,244.267,52.85,22383733.88
2016,42841549.25,43422874.16,4.7733,243.212,43.53,23382120.35
2014,39949426.03,38722694.81,6.052,241.545,98.26,21198449.67
2024,103107355.4,85232044.85,4.8251,320.675,76.29,75357804.4
2023,76423917.03,70534951.81,3.3695,314.031,76.59,56777263.38
2024,83417307.14,68216328.4,3.6807,322.431,65.02,69498459.29
2020,88449848.88,62356877.93,7.8482,270.016,48.78,51248519.83
2016,36506378.56,42247162.18,5.0187,249.393,39.05,19066956.33
2021,60984833.04,48858709.05,6.1973,284.353,70.65,49070596.35
2014,44106205.12,51386308.75,6.3208,234.008,98.33,27417790.84
2014,44308257.5,48846997.26,6.8821,232.311,94.08,28507198.38
2023,69490347.08,64301551.06,3.7112,302.633,79.18,64381489.35
2014,44318989.25,48295750.57,5.7245,242.064,93.98,25961747.1
2018,55254303.23,56513423.59,3.4677,256.551,80.36,22067988.04
2023,73456140.89,69393421.26,3.7305,310.928,76.32,64474224.46
2015,41462041.77,42284058.28,5.1689,241.282,50.92,21075517.81
2013,40302376.82,38200346.8,7.5655,232.822,101.63,25442123.63
2016,41763018.93,42643750.38,5.2234,252.776,35.74,21998971.57
2016,40889407.36,42937021.94,5.5155,245.146,44.25,18746132.57
2022,54987069.84,51555784.79,3.6959,297.57,107.55,47137698.03
2014,42739961.24,47478346.7,5.7677,238.198,90.1,24594754.35
2022,54398958.05,51766086.81,3.654,286.335,116.72,42568388.74
2023,84309285.4,80095222.69,3.5516,304.016,100.15,71559159.22
2012,51462854.67,45470789.49,8.2139,231.018,108.17,22173552.57
2023,68880245.86,64873349.99,3.7363,309.714,63.53,57365575.2
2014,39041616.48,39037999.8,5.9779,241.137,101.51,20309138.21
2011,54079029.75,54435535.18,9.141,225.402,93.08,17225914.01
2014,41215429.57,42155508.64,6.7056,238.822,103,23461958.5
2014,43145030.65,47706906.13,6.2312,237.529,91.24,25868829.46
2020,74880026.79,54405140.08,7.9981,267.064,45.24,46681591.05
2013,46753537.07,43623560.85,7.8513,232.072,107.72,28993531.66
2017,54430723.74,48509322.95,4.8718,252.327,48.77,21163416.65
2019,59962369.2,63439395.93,3.1589,259.102,69.41,23224469.98
2023,80647039.85,82967863.93,3.6769,313.045,90,71444025.48
2019,59454860.58,63054461.86,3.326,260.809,77.12,21023038.01
2013,47743485.5,38664906.69,7.3041,231.03,124.6,26175086.71
2019,53359830.2,58685267.17,3.6183,259.749,47.61,25279111.49
2016,45353959.34,46277250.48,5.0572,254.316,41,18229043.51
2018,60765790.15,62086316.35,4.3748,247.274,67.29,25097805.36
2020,79990149.1,55655515.98,8.1833,266.16,40.64,47124126.02
2019,48942817.15,50104716.19,3.4658,263.524,73.33,20667080.6
2017,53833512.05,48976840.07,4.3161,252.32,49.19,26358176.99
2022,52655971.99,57099122.66,3.9995,293.198,89.87,48543992.36
2021,70839433.26,53255133.12,5.6253,275.477,77.79,54847089.82
2014,47731117.13,48508214.45,7.0295,238.272,94.51,27067782.1
2024,99366554.76,86277553.38,3.7088,314.769,69.83,82598448.74
2015,36346444.67,40540104.63,5.4019,245.052,50.33,20525778.49
2021,66915474.87,56387007.98,5.4752,280.154,71.53,56634177.2
2024,99509943.92,88112635.67,4.5298,318.193,81.63,81412347.93
2013,35603576.27,35398134.8,7.7061,231.208,121.57,21438332.34
2021,70795038.11,56595902.34,5.49,276.704,72.34,62121957.48
2020,79849957.55,53267393.43,8.4317,267.811,43.22,46495499.03
2021,67167388.18,53983618.09,5.5748,278.334,69.22,64722809.2
2011,52245222.35,53541882.13,8.5316,229.69,112.19,17482720.66
2014,46221574.98,52179371.49,6.7316,229.818,94.46,29545894.97
2017,61174368.73,58169737.36,4.5935,251.887,52.15,30124781.75
2013,42188464.15,41849981.65,7.8785,231.327,77.36,22230001.09
2021,59992150.67,49880211.66,5.4507,276.426,75.51,48724700.14
2018,60468955.31,62837556.71,3.7882,255.356,77.68,24221947.53
2019,61820644.29,62365956.61,4.1237,265.969,55.44,22835400.64
2017,73548742.01,67695609.79,4.4019,250.105,55.44,29799670.62
2022,65864672.59,70264461.97,3.7578,292.547,89.18,57295663.94
2018,63959851.6,63588673.24,3.3949,256.299,69.34,22947537.79
2017,56075923.02,52932331.17,4.6907,248.727,53.32,22631542.55
2018,56439042.9,55071119.59,4.2247,259.01,56.31,22331155.37
2024,99177512.51,83679096.88,3.7441,319.823,98.44,75763088.56
2013,39989408.15,37959292.88,7.3786,242.942,108.65,24988156.73
2019,51797324.58,50432411.81,3.7893,265.057,53.54,20223654.41
2015,50235290.63,50100618.46,5.6682,246.031,41.52,22690011.7
2018,59650366.07,62518861.45,4.3868,259,83.62,21009294.42
2013,51272523.75,46645745.44,7.0308,235.804,113.68,25232011.11
2022,70451304.52,74671204.52,4.086,296.906,88.62,64159169.39
2020,76482341.58,55842805.06,8.1459,262.627,39.07,48467298.24
2014,49893039.17,50331335.72,6.7315,238.503,116.24,24060381.02
2023,70349503.97,62399354.73,4.066,313.069,97.29,52550107.89
2023,60746857.12,61464244.8,3.245,309.944,86.99,45669514.98
2013,41245892.65,39557351.23,7.0268,235.907,94.88,22714059.6
2012,52576632.95,46669601.66,8.383,230.282,102.72,23955339.6
2019,64770089.84,63092834.62,3.4719,262.71,70.36,25108513.99
2019,54990661.35,57145067.02,3.5517,258.39,63.4,22609055.45
2022,59930433.76,60195047.5,3.3687,293.06,110.41,52564404.93
2022,64061129.59,63177123.23,4.0157,293.261,100.86,55172104.62
2011,53650159.98,53047040.32,8.9216,230.745,115.79,18050298.99
2013,43116567.66,40232868.38,6.9498,232.963,125,23984225.72
2012,52445858.11,45553473.5,7.9093,232.708,119.39,21723181.62
2021,76932025.73,62561850.09,5.6282,280.91,66.25,67385270.67
2024,89511105.39,80129727.5,4.4302,318.625,74.17,71319675.95
2023,68665956.73,63919324.08,3.7385,306.299,97.12,53305381.48
2014,33849975.65,38817984.69,6.486,241.668,90.64,20254224.88
2023,65089073.74,66704206.08,3.6933,309.365,90.6,50410032.81
2019,69573634.98,65223322.93,3.6252,265.433,67.24,28400710.45
2018,45468145.34,47053207.64,4.1025,257.193,65.81,17002549.23
2020,74958038.09,52104418.13,8.3396,268.314,36.44,46401874.33
2023,67196876.29,65522027.5,3.6301,302.524,78.34,56571558.79
2021,68368907.02,52666174.81,5.8638,276.47,83.61,54146813.73
2024,88860852.19,75453154.69,3.6637,316.418,80.98,71697852.21
2016,42934090.06,45888518.68,4.2201,242.075,42.37,21436639.68
2021,66456334.1,57070145.88,5.2086,274.981,72.39,60743143.06
2014,34722070.12,36757771.54,6.4171,232.508,93.83,19031860.39
2013,51484188.44,46305125.47,7.306,232.967,101.12,31428684.52
2020,76020895.33,54960501.14,8.2249,263.134,48.85,43946156.67
2019,58498959.01,56956859.12,4.1606,267.29,63.93,22195987.65
2023,80145288.09,70356273.32,4.0336,312.001,96.08,64050956.1
2023,69642643.14,69282849.81,3.2439,312.834,70.9,55803150.49
2011,47904123.02,46030087.1,9.4245,229.639,103.9,18273930.63
2015,49334718.27,50085350.17,5.3727,241.217,55.55,26444901.06
